nome,price,desc,ano,fotos,km
"Nissan March 1.0, cor branca, ar condicionado e direção, flex - 2017",31000,0 km | Câmbio: manual | Flex,2017,9,0
HONDA HR-V 2016/2016 1.8 16V FLEX EX 4P AUTOMÁTICO - 2016,76900,38.293 km | Câmbio: automático | Flex,2016,9,38293
Vw - New Beetle 2.0 Top 2008 / Super Conservado - 2008,31900,130.606 km | Câmbio: automático | Gasolina,2008,13,130606
CHEVROLET CELTA LT 1.0 VHCE 8V FLEXPOWER 4P MEC. 2014 - 2014,25900,75.000 km | Câmbio: manual | Flex,2014,0,75000
Nissan Sentra SL 2017 - 2017,75900,40.000 km | Câmbio: automático | Flex,2017,6,40000
Peugeot 207 Passion 2011 Automático !!! - 2011,19900,96.000 km | Câmbio: automático | Flex,2011,6,96000
Peugeot 308 - 2014,38900,101.000 km | Câmbio: manual | Flex,2014,12,101000
RENAULT DUSTER 2.0 DYNAMIQUE 4X4 16V FLEX 4P MANUAL - 2016,55890,45.000 km | Câmbio: manual | Flex,2016,7,45000
Fiat Strada 1.8 mpi adventure ce 16v flex 2p manual - 2012,34890,100.000 km | Câmbio: manual | Flex,2012,13,100000
Fiat Siena 1.6 2013 completinha! - 2013,0,94.009 km | Câmbio: manual | Flex,2013,9,94009
Ford Ranger - 2010,56900,290.000 km | Câmbio: manual | Diesel,2010,12,290000
"Vendo corsa sedan classic life,05/05 álcool.baixo km - 2005",11900,130.576 km | Câmbio: manual | Álcool,2005,6,130576
Ford Ranger Limited 3.2 Diesel 2015 - 2015,109900,86.300 km | Câmbio: automático | Diesel,2015,10,86300
Uno Mille 2003 Fire 1.0 - 2003,9900,176.000 km | Câmbio: manual | Gasolina,2003,5,176000
VOYAGE City 2014 completo - 2014,28900,1 km,2014,8,0
FORD FUSION 2016/2017 2.0 SEL 16V GASOLINA 4P AUTOMÁTICO - 2017,89900,30.186 km | Câmbio: automático | Gasolina,2017,12,30186
CELTA LIFE/ LS 1.0 MPFI 8V FLEXPOWER 3P - 2013,18490,81.000 km | Câmbio: manual | Flex,2013,10,81000
I30 Aut. 2.0 aceito troca - 2012,36900,0 km | Câmbio: automático | Gasolina,2012,12,0
Logan completo - 2010,18500,1 km | Câmbio: manual | Flex,2010,6,1
RENAULT DUSTER DYNAMIQUE 1.6 16V 2014 - 2014,42900,59.370 km | Câmbio: manual | Flex,2014,0,59370
,0,,0,0,0
"Fiesta Class 1.6-8v Flex 2011 4Pt, Bx Km Completo * Muito Bonito * - 2011",23500,112.476 km | Câmbio: manual | Flex,2011,11,112476
Jetta tsi 2.0 autom. 2012 completo - 2012,55900,0 km | Câmbio: automático | Gasolina,2012,3,0
Vw - Volkswagen Tiguan 2.0 TSI 16V 200CV Tiptronic 2011 - 2011,49900,68.000 km | Câmbio: automático | Gasolina,2011,14,68000
HONDA CIVIC 2002/2002 1.7 LX 16V GASOLINA 4P AUTOMÁTICO - 2002,19890,210.000 km | Câmbio: automático | Gasolina,2002,0,210000
Santa Fé GLS 3.5 !!!Baixo KM!!! - 2012,55900,84.000 km | Câmbio: automático | Gasolina,2012,12,84000
Gm - Chevrolet Meriva - 2008,20990,179.000 km | Câmbio: manual | Flex,2008,10,179000
HONDA CIVIC 2.0 LXR 16V FLEX 4P AUTOMÁTICO - 2016,65890,78.500 km | Câmbio: automático | Flex,2016,8,78500
Ônix Active 2017 - 34.000km - 2017,49990,34.000 km | Câmbio: manual | Flex,2017,8,34000
TOYOTA COROLLA 2014/2015 2.0 ALTIS 16V FLEX 4P AUTOMÁTICO - 2015,72990,75.822 km | Câmbio: automático | Flex,2015,12,75822
Ecosport freestyle XLT 1.6 flex completo impecável - 2007,25990,139.253 km | Câmbio: manual | Flex,2007,5,139253
Jeep Renegade longitude 1.8 flex com teto - 2016,63990,30.000 km | Câmbio: automático | Flex,2016,6,30000
Hyundai HB20 S 1.6 Confort Plus - 2017,52990,71.000 km | Câmbio: automático | Flex,2017,6,71000
,0,,0,0,0
Nissan Versa Start 1.0 Completo! Impecável - 2018,45900,52.000 km | Câmbio: manual | Flex,2018,3,52000
/Toyota Corolla Altis - Completo - Baixa KM - 2016 - 2016,0,0 km,2016,4,0
F 250 xlt 2007 dupla 4x4 completa - 2007,83900,220.000 km | Câmbio: manual | Diesel,2007,8,220000
Honda Hr-v / Shoppig JK ( capital veiculos ) - 2016,73900,76.000 km | Câmbio: manual | Flex,2016,4,76000
Chevrolet Meriva Automática Impecável - 2010,22900,130.000 km | Câmbio: semi-automático | Flex,2010,14,130000
"Gm - Chevrolet Cruze , Impecável ,Falar com Washington - 2018",0,21.000 km | Câmbio: automático | Flex,2018,7,21000
£ - HB20 Hyundai 2018 Completo - 2018,0,0 km | Flex,2018,3,0
Chevrolet Cobalt 1.8 Mpfi Ltz 8v - 2016,52990,50.495 km | Câmbio: automático | Flex,2016,8,50495
,0,,0,0,0
Ecosport freest 2016. bem abx da tabela - 2016,53500,46.000 km | Câmbio: automático | Flex,2016,9,46000
CHEVROLET CRUZE 2013/2014 1.8 LT 16V FLEX 4P AUTOMÁTICO - 2014,51900,126.000 km | Câmbio: automático | Flex,2014,15,126000
Logan 1.0 - 2018,28792,42.727 km | Câmbio: manual | Flex,2018,6,42727
Fox 1.0 Mi Total Flex 8V 5p Chav Reserva - 2013,30900,94.697 km | Câmbio: manual | Flex,2013,0,94697
OPORTUNIDADE SORRENTO EX 2011 só 44.900 - 2011,44900,9 km | Câmbio: automático | Gasolina,2011,6,9
"C3 AIR CROSS 2013, baixa km - 2013",31900,57.000 km | Câmbio: manual | Flex,2013,6,57000
Gm - Chevrolet Spin 2015 LT Completa A Baixo da Tabela - 2015,40990,88.000 km | Câmbio: manual | Flex,2015,6,88000
FORD KA 2018/2018 1.0 SE PLUS 12V FLEX 4P MANUAL - 2018,37500,35.763 km | Câmbio: manual | Flex,2018,0,35763
Chery Tiggo 2.0 16v - 2015,33490,47.000 km | Câmbio: manual | Gasolina,2015,7,47000
Vectra gt-x 2.0 8v completo 2008 r$789 mensais - 2008,22900,189.000 km | Câmbio: automático | Flex,2008,5,189000
,0,,0,0,0
Vw - Volkswagen Saveiro - IPVA 2019 + Transferencia Cortesia - 2018,39990,23.063 km | Câmbio: manual | Flex,2018,9,23063
CHEVROLET CELTA 2010/2011 1.0 MPFI VHCE SPIRIT 8V FLEX 4P MANUAL - 2011,19990,69.900 km | Câmbio: manual | Flex,2011,7,69900
Sandero Stepway 1.6 flex 2014 - 2014,33900,69.225 km | Câmbio: manual | Flex,2014,6,69225
Ford ka SE 2015 impecavem - 2015,33900,60.000 km | Câmbio: manual | Flex,2015,6,60000
Vw - Volkswagen Gol 1.0 Basico + DH (abaixo da tabela) - 2001,7500,145.000 km | Câmbio: manual | Gasolina,2001,7,145000
Ford Ka 2004 aceito troca c Moto - 2004,9500,100.000 km,2004,2,0
Peugeot 308 active 1.6 2014 - 2014,37900,74.999 km | Câmbio: manual | Flex,2014,10,74999
Gol 94 TURBO barato só esta semana ! - 1994,14900,125.000 km | Câmbio: manual | Álcool,1994,7,125000
Renault Logan 1.0 2015 Completo Expression - 2015,32900,87.000 km | Câmbio: manual | Flex,2015,14,87000
Venda - 2018,40200,29.300 km | Câmbio: manual | Flex,2018,5,29300
Citroen C3 1.4 Glx 2008 Bx.km Completo - 2008,18900,119.000 km | Câmbio: manual | Flex,2008,10,119000
Parati GL 1.8 90 RELÍQUIA - 1990,7900,0 km | Câmbio: manual | Gasolina,1990,5,0
Renault Sandero 1.6 Stepway / Leia o Anuncio - 2018,48500,6.000 km | Câmbio: manual | Flex,2018,7,6000
Gm - Meriva joy 1.8 2007 - 2007,18900,0 km | Câmbio: manual | Flex,2007,12,0
Gol 1.6 MSI Trendline 2018 - 2018,39900,21.214 km | Câmbio: manual | Flex,2018,15,21214
CITROEN C3 1.4 I GLX 8V FLEX 4P MANUAL. - 2009,21900,85.000 km | Câmbio: manual | Flex,2009,5,85000
"Renault Sandero Expression - Carro impecável, excelente custo/benefício - 2014",28900,62.229 km | Câmbio: manual | Flex,2014,8,62229
Mercedes Benz C 180 Exclusive 2015 - Tirado Zero em SJC - Pagamos Tabela no Seu Carro - 2015,94990,0 km | Câmbio: automático | Gasolina,2015,4,0
Nissan Frontier LE Attack CD -4x4 -2.5 -Diesel -Automático -Sem Detalhes - Aceito Troca - 2018,0,19.000 km | Câmbio: automático | Diesel,2018,11,19000
Idea elx fire 1.4 flex 2007 - 5623 - 2007,19900,155.000 km | Câmbio: manual | Flex,2007,12,155000
,0,,0,0,0
Gm - Chevrolet Onix 1.4 LTZ Mec - 2017,47900,51.000 km | Câmbio: manual | Flex,2017,12,51000
Hyundai HB20 Premium 1.6 - 2013,34900,73.000 km | Câmbio: manual | Flex,2013,13,73000
Ford Fiesta 1.6 se Hatch 16v - 2013,32900,102.893 km | Câmbio: manual | Flex,2013,10,102893
Peugeot 208 Giffe 1.6 Automatico + Teto/ Automatico - 2017,54890,48.000 km | Câmbio: automático | Flex,2017,10,48000
Jeep Willys Overland 1942,40000,100 km | Câmbio: manual | Gasolina,0,20,100
Saveiro Cros 2011 Completa - 2011,34490,76.500 km | Câmbio: manual | Flex,2011,6,76500
Honda fit ex baixo km abaixo da tabela - 2015,48990,50.000 km | Câmbio: automático | Flex,2015,9,50000
Sportage 2018 top de linha - 2018,116900,56.400 km | Câmbio: automático | Flex,2018,7,56400
Peugeot 208 ipva 2019 pago - 2018,40500,60.900 km | Câmbio: manual | Flex,2018,6,60900
Ford Ka - 2018,36990,24.000 km | Câmbio: manual | Flex,2018,5,24000
Sonic Hatch 1.6 automático 2014 - 2014,28990,119.000 km | Câmbio: automático | Flex,2014,13,119000
JEEP  RENEGADE 1.8 16V FLEX LIMITED 4P 2019 - 2019,90990,0 km | Câmbio: automático | Flex,2019,9,0
,0,,0,0,0
"Fluence Dynamique 2.0 Aut. Completo, Impecável! Aceito trocas! - 2012",35900,146.000 km | Câmbio: automático | Flex,2012,8,146000
Mayumi Honda   Gm - Chevrolet Spin - 2017,60900,39.400 km | Câmbio: automático | Flex,2017,5,39400
Honda Civic LX 1.6 Automatico - 2000,13900,0 km | Câmbio: automático | Gasolina,2000,9,0
ARS/Spin 7 lug ltz unico dono km baixo - 2017,0,550.004 km | Câmbio: automático | Flex,2017,3,550004
Nissan Livina S 1.6 baixo km - 2012,29900,69.000 km | Câmbio: manual,2012,6,69000
308 Allure 2014 - 2014,39900,50.000 km | Câmbio: automático | Flex,2014,7,50000
Cruze 1.8 sport manual hatch 2014 - 2014,46990,102.427 km | Câmbio: manual | Gasolina,2014,8,102427
Vw - Volkswagen Gol - 2011,19990,71.000 km | Câmbio: manual | Flex,2011,5,71000
,0,,0,0,0
Ford Ka 1.0 SE Hatch 2018 Completo - 2018,37900,49.000 km | Câmbio: manual | Flex,2018,16,49000
Hyundai Hb20 S/Entrada !!! - 2014,33850,120.000 km | Câmbio: manual | Flex,2014,6,120000
Saveiro g6 2014 completa abx tabela oportunidade - 2014,29890,60.000 km | Câmbio: manual | Flex,2014,5,60000
JEEP RENEGADE 2015/2016 1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO - 2016,63900,39.341 km | Câmbio: automático | Flex,2016,8,39341
Chevrolet S10 LTZ 4X4 2.5 - 2015,79990,0 km | Câmbio: manual | Flex,2015,11,0
Ford Focus Hatch Titanium 2016 - 2016,62000,36.000 km | Câmbio: automático | Flex,2016,6,36000
Peugeot 307. ano 2011 1.6. Só 19900 - 2011,19900,158.000 km | Câmbio: manual | Flex,2011,6,158000
Vw Fusca 1966,30000,69.341 km | Câmbio: manual | Gasolina,0,11,69341
Scort Zetec 1.6 - 2001,7500,228.537 km | Câmbio: manual | Gasolina,2001,1,228537
Ford ka - 2010,0,62 km | Câmbio: manual | Flex,2010,3,62
,0,,0,0,0
Honda Civic - 2008,33000,115.000 km | Câmbio: automático | Flex,2008,5,115000
Bmw x1 2012 - 2012,35000,0 km | Câmbio: automático | Gasolina,2012,11,0
Mercedes-Benz C-350 Avantgarde V6 272 HP - blindada - 2º dono - ¨69300 km - licenciada - 2006,40400,69.300 km | Câmbio: automático | Gasolina,2006,11,69300
Impecável Iveco Daily 35s14 2012 caminhonete categoria B sem restrição - 2012,74999,184.000 km | Diesel,2012,13,184000
Gol track 18/18 - 2018,41600,16.753 km | Câmbio: manual | Flex,2018,5,16753
Gm - Chevrolet Celta - 2005,12500,120.000 km | Câmbio: manual | Gasolina,2005,2,120000
"Hb 20 1.0 2015 - r$ 32.000,00 - 2015",32000,123 km | Câmbio: manual | Flex,2015,11,123
Jetta Top de Linha Abaixo da Tabela - 2009,32000,145.000 km | Câmbio: automático | Gasolina,2009,18,145000
Desapegando gol bola - 1999,4500,145 km | Câmbio: manual | Gasolina,1999,4,145
Vendo um carro - 2009,0,1 km | Câmbio: automático | Gasolina,2009,4,1
Vendo H20 1.6 unico proprietario modelo 2014 - 2014,33000,103.000 km | Flex,2014,3,103000
Cobalt LTZ 2014 1.8 Aut. Carro Lindo - 2014,35900,59.000 km | Câmbio: automático | Flex,2014,5,59000
Honda CRV EXL 2.0 2011 completa - 2011,49000,104.000 km | Câmbio: automático | Gasolina,2011,6,104000
Mitsubishi Asx em perfeito estado - 2012,53000,106.000 km | Câmbio: automático | Gás Natural,2012,5,106000
Altomovel - 2013,25000,95.000 km | Câmbio: manual | Flex,2013,14,95000
Fox Flex 4 Portas - 2009,12000,123 km | Câmbio: manual | Flex,2009,3,123
Ford Fusion Fusion 2.3 - 2006,23000,120.000 km | Câmbio: automático | Gasolina,2006,10,120000
Duster - 2017,58200,15.000 km | Câmbio: automático | Flex,2017,9,15000
Ford Fusion Fusion 2.3 - 2006,23000,120.000 km | Câmbio: automático | Gasolina,2006,10,120000
Duster - 2017,58200,15.000 km | Câmbio: automático | Flex,2017,9,15000
,0,,0,0,0
Vendo corolla fielder - 2007,30000,160.000 km | Câmbio: automático | Gasolina,2007,4,160000
C4 Hatch automático impecável - R$3 mil abaixo da tabela - Oportunidade! - 2011,24500,100.000 km | Câmbio: automático | Flex,2011,10,100000
Renault Fluence - Abaixo da tabela - 2014,39900,59.000 km | Câmbio: automático | Flex,2014,13,59000
Fiorino 2010 ar/dh - 2010,17000,300.000 km | Câmbio: manual | Flex,2010,3,300000
Honda Fit 14 Autom Caçapava - 2014,40400,101.500 km | Câmbio: automático | Flex,2014,3,101500
Ford Fiesta - 2007,13000,15.500 km | Câmbio: manual | Flex,2007,5,15500
Ford ka abaixo da tabela - 2016,31500,130.000 km | Câmbio: manual | Flex,2016,6,130000
Astra Sedan 2.0 - 2000 - 2000,11800,260.000 km | Câmbio: manual | Gás Natural,2000,15,260000
Vectra GTX 2011 - 2011,31000,105 km | Câmbio: automático | Flex,2011,1,105
Kia sportage ex2.0 - 2013,72000,140.000 km | Câmbio: automático | Flex,2013,10,140000
Vendo pagero TR4 - 2002,20000,215.000 km | Câmbio: manual | Gasolina,2002,0,215000
Montana conquest 1.4 completa - 2009,22000,0 km | Câmbio: manual | Flex,2009,0,0
,0,,0,0,0
© Ford New Fiesta 1.6 Titanium (Flex)(Auto) Baixíssimo Km - 2016,0,29 km | Câmbio: automático | Flex,2016,9,29
Ford ranger Diesel 4x4 - 2004,34500,209.560 km | Câmbio: manual | Diesel,2004,5,209560
Troco por celta - 1997,8500,160.000 km | Câmbio: manual | Gasolina,1997,1,160000
Vendo ou troco - 1999,8000,165 km | Câmbio: manual | Gasolina,1999,0,165
"Corsa Hatch 2008 , abaixo tabela - 2008",14500,117.109 km | Câmbio: manual | Flex,2008,1,117109
Gm - Chevrolet Vectra 2.2 GL - 1999,12300,135.800 km | Câmbio: manual | Gasolina,1999,1,135800
© Toyota Corolla XEI 2.0 (Flex)(Auto) Baixíssimo Km - 2014,0,67 km | Câmbio: automático | Flex,2014,10,67
Hyundai I30 - 2010,30500,85.000 km | Câmbio: manual | Gasolina,2010,8,85000
,0,,0,0,0
Van topic jinbei 2011 escolar 13 passageiros - 2011,25000,145.000 km | Câmbio: manual | Gás Natural,2011,6,145000
Onix Hatch LT 1.0 Lindissimo e ótimo estado !! - 2017,38800,60.000 km | Câmbio: manual | Flex,2017,6,60000
Peugeot 206 Soleil 1.6 - 2001,8500,150.000 km | Câmbio: manual | Gasolina,2001,3,150000
Carro - 2013,20000,96.000 km | Câmbio: manual | Flex,2013,4,96000
Hyundai Hb20 - 2015,34000,10.740 km | Câmbio: manual | Flex,2015,3,10740
© Fiat Uno Sporting 1.4 Evo Fire 8v (Flex)(Mec) Lucas (12) 98292.2828 - 2013,0,0 km | Câmbio: manual | Flex,2013,8,0
Celta 2007 - 2007,11800,206.000 km | Câmbio: manual | Flex,2007,6,206000
Vende-se parati quadrada.Aceito proposta - 1994,7000,99.999 km | Câmbio: manual | Gasolina,1994,18,99999
Vendo troco escort zetec 98 1.8 16v - 1998,5500,200.000 km | Câmbio: manual | Gasolina,1998,6,200000
"Prisma LTZ 1.4 completo, super conservado!!!! - 2015",39900,39.400 km | Câmbio: manual | Flex,2015,8,39400
,0,,0,0,0
Civic LXR 2.0 2014 - 2014,51000,115.000 km | Câmbio: automático | Flex,2014,6,115000
Stilo Sporting com teto - 2009,24900,0 km | Câmbio: manual | Flex,2009,3,0
Vende - se - 2006,20000,160.000 km | Câmbio: manual | Gasolina,2006,0,160000
Vendo/Troco + valor - 2011,22000,137.000 km | Câmbio: manual | Flex,2011,0,137000
Uno $$ 1800.00 - 1985,1800,120.000 km | Gasolina,1985,4,120000
Vendo ou troco (ler descrição) - 2012,8000,35 km | Câmbio: manual | Flex,2012,0,35
Ford Focus 2011 Completo 1.6 Flex ( 9 MIL ABAIXO DA TABELA) - 2011,21900,245.000 km | Câmbio: manual | Flex,2011,11,245000
Vectra GL 2001 completo - 2001,12800,260.000 km | Câmbio: manual | Gasolina,2001,8,260000
Peugeot 206 1.4 8v 2008 (COMPLETO) - 2008,11900,150 km | Câmbio: manual | Flex,2008,3,150
Vw - Volkswagen Up! TSI $42.800 por $39.500 - 2017,39500,52.000 km | Câmbio: manual | Flex,2017,6,52000
Prisma 1.4 2011 - 2011,18000,160 km | Câmbio: manual | Flex,2011,6,160
POLO COMFORTLINE 200 TSI 2018 - Pacote Tech II - Carro de mulher 8mil km rodados - 2018,67900,8.300 km | Câmbio: automático | Flex,2018,6,8300
Gm - Chevrolet Veraneio 1971,0,0 km | Câmbio: manual | Diesel,0,2,0
Citroen C4 - 2014,42900,91.000 km | Câmbio: automático | Gasolina,2014,6,91000
FUSCA 1300 ano 1973 Marrom,2000,0 km | Câmbio: manual | Gasolina,0,3,0
Corsa sedan - 2009,15200,115.000 km | Flex,2009,4,115000
Corsa Hatch joy Baratooo! - 2005,10499,270.000 km | Câmbio: manual | Gasolina,2005,8,270000
Celta 2002 Completo - 2002,12000,0 km | Câmbio: manual | Gasolina,2002,1,0
Chevrolet Cobalt - Único Dono - 2013,26900,86.400 km | Câmbio: manual | Flex,2013,18,86400
Lindo Ford Ka Se 1.0 - 2016,32900,45.500 km | Câmbio: manual | Flex,2016,6,45500
,0,,0,0,0
Gol G6 1.0 2013 - 2013,22500,67 km | Câmbio: manual | Flex,2013,8,67
Outlander 2014 - 2014,31000,80.000 km | Câmbio: automático | Gasolina,2014,3,80000
Strada working 2013 1.4 - 2013,20000,162.000 km | Câmbio: manual | Flex,2013,3,162000
Prisma 1.4 Sedan Maxx/Lt 1.4 8v - 2008,16700,125.500 km | Câmbio: manual | Flex,2008,6,125500
Renalt Fluence Privilegie 2014 - 2014,51000,70.000 km | Câmbio: automático | Flex,2014,0,70000
Ford Ka 2011 - Completo - Baixo KM - 2011,17000,84.139 km | Câmbio: manual | Flex,2011,5,84139
Toyota Etios Muito Novo! - 2014,30500,108.000 km | Câmbio: manual | Flex,2014,14,108000
Vw - Volkswagen Spacecross - 2013,37000,87.000 km | Câmbio: manual | Flex,2013,6,87000
Montana - 2013,25000,96.966 km | Câmbio: manual | Flex,2013,5,96966
Gol 2.0 Turbo 600cv - 1994,35000,1.000 km | Câmbio: manual | Álcool,1994,12,1000
Honda Civic LXR 2.0 Flexone Automático ( Abaixo da Tabela -Novíssimo ) - 2016,64900,58.457 km | Câmbio: automático | Flex,2016,18,58457
Corsa super bem conservado! - 2001,9000,199.000 km | Câmbio: manual | Gasolina,2001,10,199000
,0,,0,0,0
Variant 1975,0,1 km | Câmbio: manual | Gasolina,0,6,1
Ford Fiesta - 2011,23300,87.000 km | Câmbio: manual | Flex,2011,8,87000
Gm - Chevrolet Cruze Sport LTZ 2 1.4 Turbo Automático - 2018,91900,13.617 km | Câmbio: automático | Flex,2018,20,13617
Logan 1.6 8v 2009 - 2009,17000,99.999.999 km | Câmbio: manual | Flex,2009,6,99999999
"Toyota Rav4 Toyota Rav4 2011 , Automática - 2011",39900,188.000 km | Câmbio: automático | Gasolina,2011,5,188000
Ford Fiesta - 1998,1800,257.800 km | Câmbio: manual | Gasolina,1998,14,257800
Vendo/troco chevrolet cruze LTZ 2017 automatico - 2017,83000,43.500 km | Câmbio: automático | Flex,2017,5,43500
Negócio - 1985,15000,77.000.000 km | Câmbio: manual,1985,6,77000000
,0,,0,0,0
Fiat Punto Attractive 1.4 fire flex - 2011,24000,111.000 km | Câmbio: manual | Flex,2011,10,111000
"Corsa 2004, mecânica zera, abaixo da tabela - 2004",12000,190.000 km | Câmbio: manual | Gasolina,2004,6,190000
Gol G5 (2012/2013) C/ 72.500 km rodados! - 2013,20000,72.500 km | Câmbio: manual | Flex,2013,6,72500
Vendo i30 ano 2010 aceito proposta - 2010,29900,0 km | Câmbio: manual | Gasolina,2010,12,0
Toro road Freedom 1.8 Flex 2018 baixa km. - 2018,77800,21.000 km | Câmbio: automático | Flex,2018,6,21000
Gol G3 motor zero - 1999,9000,200.000 km | Câmbio: manual | Gasolina,1999,6,200000
Polo 1.6 Completo 2009 Total Flex - 2009,21000,160.000 km | Câmbio: manual | Flex,2009,8,160000
Vendo Mercedes E 320 motor V6 - 1996,35000,135.000 km | Câmbio: automático | Gasolina,1996,6,135000
Fox Trend 1.0 2010 - 2010,19900,85.000 km | Câmbio: manual | Flex,2010,6,85000
Ford Fiesta Seda 1.6 com direção hidráulica - 2006,15500,297.000 km | Câmbio: manual | Flex,2006,5,297000
,0,,0,0,0
Vendo ou troco por moto! - 2001,9000,258.000 km | Gasolina,2001,2,258000
Palio 2010 - 2010,9000,0 km | Câmbio: manual | Flex,2010,1,0
VW Gol 1.6 geração 4 com direção hidráulica - 2006,15800,169.000 km | Câmbio: manual | Flex,2006,5,169000
Fusion titanium - 2013,69000,76.000 km | Câmbio: automático | Gasolina,2013,6,76000
Classic 2012- baixa km- perfeito estado - 2012,20000,63.000 km | Câmbio: manual | Flex,2012,1,63000
Vw - Volkswagen Fox - 2009,13000,110.000 km | Câmbio: manual | Flex,2009,6,110000
Logan para Uber - 2015,37000,100.000 km,2015,4,0
Venda - 2012,31000,62.900 km | Câmbio: manual | Flex,2012,6,62900
Fiat Bravo - 2013,29000,78.378 km | Câmbio: automático | Flex,2013,4,78378
Agile - 2013,29500,61.000 km | Câmbio: manual | Flex,2013,4,61000
HB20 2018 lindo completo abaixo da tabela fipe! - 2018,37000,95.000 km | Câmbio: manual | Flex,2018,8,95000
Gol 1.0 8v - 2001,9000,0 km | Câmbio: manual | Gasolina,2001,8,0
Fiesta Sedan 1.0 2008 - 2008,20500,48.500 km | Câmbio: manual | Flex,2008,6,48500
Santana 2000 top - 1999,12000,150.000 km | Câmbio: manual | Álcool,1999,4,150000
Gol bolinha G2 - 1999,6000,0 km | Câmbio: manual | Gasolina,1999,0,0
"Logan 1.0 Flex 3° Dono Ar Condicionado*"" Lindo Já FINANCIADO - 2009",0,105.000 km | Câmbio: manual,2009,5,105000
Corolla GLi 2017 com 35 mil km rodados - 2017,68000,36.000 km | Câmbio: automático | Flex,2017,6,36000
Chrysler Town & Country - 2011,60000,51.000 km | Câmbio: automático | Gasolina,2011,7,51000
Onix lt 1.4 - 2013,31500,70.000 km | Câmbio: manual | Flex,2013,3,70000
Van Renault Master 2007 - 2007,38000,500.000 km | Câmbio: manual | Diesel,2007,6,500000
,0,,0,0,0
Vendo EcoSport XLT - 2004,17500,143.200 km | Câmbio: manual | Gasolina,2004,0,143200
"Fiat Linea 1.8 e-torq flex economico completo: abs, air bag, ar, dir, vid, tra, chave cani - 2011",24500,110.000 km | Câmbio: automático | Flex,2011,15,110000
Onix 1.0 lt prata - 2018,40000,20.000 km | Câmbio: manual | Gasolina,2018,4,20000
Ford Ka 17 completo 1.0 - 2017,34500,47 km | Câmbio: manual | Flex,2017,6,47
Fox Confortline 1.6 Completo. 2015 Top de Linha - 2015,37800,71.000 km | Câmbio: manual | Flex,2015,6,71000
Venda - 2017,54000,28.000 km | Câmbio: automático | Flex,2017,6,28000
Caminhonete triton L200 - 2015,98000,100.000 km | Câmbio: automático | Diesel,2015,3,100000
GM-CHEVROLET celta 2013 - 2013,17990,82 km | Câmbio: manual | Flex,2013,2,82
Carro - 2013,31000,87.000 km | Câmbio: manual | Flex,2013,2,87000
Uno Way 1.0 Completo - 2014,27500,51.000 km,2014,3,0
Vendo ou troco ! Motor ok câmbio ok ! Doc ok ! Vem na proposta! Zap 12981760244 - 1992,4000,100.000.000 km | Câmbio: manual | Álcool,1992,2,100000000
Gol G5 - 2010,16000,130.000 km | Câmbio: manual | Flex,2010,8,130000
